,Movie Name,Release Year,Rating,Description,Genre
4824,The Mortuary Collection,2019,6.4,An eccentric mortician recounts several macabre and phantasmagorical tales that he's encountered in his distinguished career.,"['Fantasy', ' Horror']"
4825,Roll Bounce,2005,6.2,"In the summer of 1978, a teenager and his group of friends face new challenges when their neighborhood roller-skating rink closes, forcing them to visit a different rink.","['Comedy', ' Drama', ' Music']"
4826,The Business,2005,6.6,"Frankie is sent from London to Spain to make a delivery to Charlie, who likes the kid and shows him the ropes including the use of guns and drugs. Frankie likes the sun, pools and the cute, bikini clad girls and stays in Spain.","['Crime', ' Drama', ' Thriller']"
4827,Salmon Fishing in the Yemen,2011,6.8,A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.,"['Comedy', ' Drama', ' Romance']"
4828,The Girl Who Believes in Miracles,2021,5.4,"When young Sara hears a preacher say faith can move mountains, she starts praying. Suddenly, people in her town are mysteriously healed - but fame soon takes its toll.","['Drama', ' Family']"
4829,Tollbooth,2021,5.8,A darkly-comic thriller about a lone tollbooth operator whose past is quickly catching up with him.,"['Comedy', ' Crime', ' Thriller']"
4830,7500,2019,6.3,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers.","['Action', ' Drama', ' Thriller']"
4831,The Last Days on Mars,2013,5.5,A group of astronaut explorers succumb one by one to a mysterious and terrifying force while collecting specimens on Mars.,"['Adventure', ' Horror', ' Sci-Fi']"
4832,Charlie Countryman,2013,6.3,"While travelling abroad, a guy falls for a Romanian beauty whose unreachable heart has its origins in her violent, charismatic ex.","['Action', ' Comedy', ' Drama']"
4833,The Last Champion,2020,7.0,"When his mother dies, scandal-ridden ex-Olympian John Wright returns to a hometown that has not forgiven him.","['Drama', ' Family', ' Sport']"
4834,The Monster Mash,2022,6.9,The Days of Creature Features Are Back.,['Horror']
4835,Gimme Shelter,2013,6.4,"A pregnant teenager flees her abusive mother in search of her father, only to be rejected by her stepmother and forced to survive on the streets until a compassionate stranger offers a hopeful alternative.",['Drama']
4836,The Vanishing of Sidney Hall,2017,6.8,"Sidney Hall finds accidental success and unexpected love at an early age, then disappears without a trace.","['Drama', ' Mystery', ' Romance']"
4837,Pele: Birth of a Legend,2016,7.1,Pele's meteoric rise from the slums of Sao Paulo to leading Brazil to its first World Cup victory at the age of 17 is chronicled in this biographical drama.,"['Biography', ' Drama', ' Sport']"
4838,Cassandra's Dream,2007,6.6,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go badly and the two become enemies.","['Crime', ' Drama', ' Romance']"
4839,Deadgirl,2008,5.5,Two high school boys discover an imprisoned woman in an abandoned mental asylum who cannot die.,['Horror']
4840,Howl,2015,5.4,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.","['Action', ' Fantasy', ' Horror']"
4841,The Pass,2016,6.5,A romantic interaction between two young footballers profoundly affects one of them throughout the rest of his life and career.,"['Drama', ' Romance']"
4842,The Time Capsule,2022,5.2,"In the near future, a politician fresh off an electoral loss escapes to his family's summer lake house. His vacation is disrupted by the appearance of his first love, who has just returned from a 20-year space voyage and hasn't aged a day.","['Drama', ' Romance', ' Sci-Fi']"
4843,How to Talk to Girls at Parties,2017,5.7,An alien touring the galaxy breaks away from her group and meets two young inhabitants of the most dangerous place in the universe: the London borough of Croydon.,"['Comedy', ' Music', ' Romance']"
4844,Cherry Falls,2000,5.2,"In the small town of Cherry Falls, a psychotic murderer is killing off the virgins of the local high school.","['Horror', ' Mystery', ' Thriller']"
4845,The Best of Youth,2003,8.5,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,"['Drama', ' Romance']"
4846,Formula 51,2001,6.3,An American master chemist plans to score big on a once in a lifetime drug deal. All does not go as planned and he is soon entangled in a web of deceit.,"['Action', ' Comedy', ' Crime']"
4847,Greenberg,2010,6.1,"A man from Los Angeles, who moved to New York years ago, returns to L.A. to figure out his life while he house-sits for his brother. He soon sparks with his brother's assistant.","['Comedy', ' Drama', ' Romance']"
4848,Win It All,2017,6.2,"A small-time gambler agrees to stash a bag for an acquaintance who is heading to prison. When he discovers cash in the bag, he can't resist the urge to dip into the funds.",['Comedy']
4849,The Almond and the Seahorse,2022,5.5,What happens when you're ambushed by time? An archaeologist and an architect fight to re-imagine a future after traumatic brain injury leaves them adrift from the people they love.,['Drama']
4850,Hector and the Search for Happiness,2014,6.9,A psychiatrist searches the globe to find the secret of happiness.,"['Adventure', ' Comedy', ' Drama']"
4851,Butter,2022,5.7,"A lonely obese boy everyone calls ""Butter"" is about to make history. He is going to eat himself to death-live on the Internet-and everyone is invited to watch. When he first makes the ... See full summary »","['Comedy', ' Drama', ' Romance']"
4852,Mars Needs Moms,2011,5.4,A young boy named Milo gains a deeper appreciation for his mom after Martians come to Earth to take her away.,"['Animation', ' Action', ' Adventure']"
4853,Hard Times,2009,5.9,The town of Kilcoulin's Leap will never be the same after a down-on-his-luck mailman botches a get-rich-quick scheme.,"['Comedy', ' Crime']"
4854,Jan Dara,2001,6.1,"Jan Dara grows up in a house lacking in love but abundant in lust. He quickly picks up the sinful way of life of his stepfather, Khun Luang who married his mother after she became pregnant ... See full summary »","['Drama', ' Romance']"
4855,Love Accidentally,2022,5.3,"When their significant others each break up with them, Alexa accidentally sends Jason a 'broken heart' text, thinking she's texting her friend.","['Comedy', ' Romance']"
4856,The Swimmer,2021,5.7,"Sees the discriminative tendencies in sports against LGBTQ people, and how a sportsman learns to accept and love himself despite that.","['Drama', ' Sport']"
4857,Shotgun Wedding,2013,5.0,"After groom-to-be Robert ""accidentally"" shoots his fiancee's maid of honor during a drunken skeet-shooting session, his meddling mother will do whatever it takes to ensure that the wedding takes place.","['Comedy', ' Horror', ' Romance']"
4858,The Sisterhood of the Traveling Pants 2,2008,6.2,Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.,"['Comedy', ' Drama', ' Romance']"
4859,Black or White,2014,6.6,"A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.",['Drama']
4860,Sister of Mine,2017,5.3,"Oliver, a film director, discovers on an erotic website that the protagonist of one of the videos is his younger half-sister Aurora. In the process of finding out what she was doing there, Oliver will become fascinated by Aurora.","['Drama', ' Thriller']"
4861,Outback,2019,5.0,"Down Under for an adventure-filled vacation, a young American couple quickly find themselves stranded in the unforgiving Australian outback.","['Drama', ' Horror', ' Thriller']"
4862,What We Did on Our Holiday,2014,6.9,"A family of five heads to Granddad's big 75th-birthday party at an uncle's estate in rural Scotland. The parents are separated and hope their three kids won't mention it. The kids love, can talk with, and would do anything for Granddad.","['Comedy', ' Drama']"
4863,Delusional,2022,5.4,"The perfect wife kills her war hero husband because of obsession, jealousy and deceit. While being evaluated to stand trial, her convincing manner sends her doctor to find her invisible and drives an orderly to the brink.",['Thriller']
4864,The Lady in the Van,2015,6.7,A man forms an unexpected bond with a transient woman living in her van that's parked in his driveway.,"['Biography', ' Comedy', ' Drama']"
4865,Come Away,2020,5.7,"When their eldest brother dies, Peter and Alice seek to save their parents from despair until they are forced to choose between home and imagination, setting the stage for their iconic journeys into Wonderland and Neverland.","['Adventure', ' Drama', ' Fantasy']"
4866,Rise of the Footsoldier: Origins,2021,5.8,"The origin story of how Tucker, Rolfie, and Pat Tate unite to form their own firm.","['Action', ' Crime', ' Drama']"
4867,Batman Ninja,2018,5.6,"Batman, along with a number of his allies and adversaries, finds himself transplanted from modern Gotham City to feudal Japan.","['Animation', ' Action', ' Sci-Fi']"
4868,You Can Live Forever,2022,7.5,"When lesbian teen Jaime is sent to live in a Jehovah's Witness community, she falls hard for a devout Witness girl and the two embark on an intense affair with consequences that will reshape the rest of their lives.",['Drama']
4869,Phoenix,2014,7.3,A disfigured Holocaust survivor sets out to determine if the man she loved betrayed her trust.,"['Drama', ' History', ' Music']"
4870,Cecil B. Demented,2000,6.2,An insane independent film director and his renegade group of teenage filmmakers kidnap an A-list Hollywood actress and force her to star in their underground film.,"['Comedy', ' Crime', ' Thriller']"
4871,Luka,2023,7.1,"Luka, a young soldier craving battle, embeds himself in an isolated fort where men have been waiting in vain for ages for a mythical enemy to strike. A contemporary adaptation of Dino Buzzati's classic novel 'The Tartar Steppe'.","['Drama', ' Sci-Fi']"
4872,Crossing Over,2009,6.7,Crossing Over is about illegal aliens of many nationalities in the Los Angeles area and the authorities and individuals dealing with them.,"['Crime', ' Drama']"
4873,"Batman: The Long Halloween, Part Two",2021,7.1,The killer known as Holiday continues to stalk the Falcone crime family while a new class of costumed criminal rises in Gotham City. Batman suspects that a former ally might be the serial killer.,"['Animation', ' Action', ' Crime']"
